GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Rpl23a	ENSMUSG00000058546.8	chr11	0.355738024	1.28	9.703934122	1.35E-07	2.68E-06	888.295811	856.5761565	836.3268321	1153.96493	1075.686617	1098.955569
Hmcn1	ENSMUSG00000066842.18	chr1	-2.305316422	0.202	-0.685721016	1.35E-07	2.68E-06	0.042774082	0.035402744	0.045254262	0.007579909	0.007086695	0.009865806
Ccdc64	ENSMUSG00000041609.16	chr5	-0.496269147	0.709	4.10899614	1.35E-07	2.69E-06	3.212831792	3.364885683	3.192975948	2.243596407	2.504122031	2.224109414
Sntb2	ENSMUSG00000041308.5	chr8	-0.412327524	0.751	5.513972388	1.35E-07	2.69E-06	12.46484355	11.31220267	11.43109167	9.345327905	8.476934052	8.850929651
Smoc2	ENSMUSG00000023886.9	chr17	-3.137799707	0.114	-1.114627914	1.35E-07	2.69E-06	0.207101225	0.224152948	0.263374195	0.018906056	0.03535173	0.01845571
Mpzl1	ENSMUSG00000026566.15	chr1	-0.487233157	0.713	4.230399822	1.36E-07	2.69E-06	5.872616444	6.209834547	6.3031751	4.765987653	4.159753436	4.29910952
Rel	ENSMUSG00000020275.9	chr11	0.76885209	1.704	2.265511693	1.37E-07	2.72E-06	0.59989402	0.355561611	0.421019742	0.717143717	0.858214623	0.798069799
Smarcc2	ENSMUSG00000025369.14	chr10	-0.367228504	0.775	7.549119327	1.39E-07	2.76E-06	41.10040053	40.85677868	43.43116743	32.16564327	33.98609987	31.81533876
Pcyox1	ENSMUSG00000029998.14	chr6	-0.361035247	0.779	8.289112354	1.40E-07	2.79E-06	71.88139512	71.55144564	69.66389351	56.54907077	53.23488875	57.43812166
Bhlhe41	ENSMUSG00000030256.11	chr6	-0.585738098	0.666	3.292303278	1.41E-07	2.79E-06	1.682092291	1.726123255	1.783822673	1.314646091	1.154612756	1.018887028
Cystm1	ENSMUSG00000046727.12	chr18	0.837583253	1.787	1.996089421	1.45E-07	2.87E-06	0.882394415	1.137927797	0.900453586	1.659046335	1.744981314	1.840372226
Pnpla7	ENSMUSG00000036833.16	chr2	-0.453588553	0.73	4.645002786	1.46E-07	2.90E-06	3.769897343	3.772346017	3.958804468	2.357102917	3.038475543	3.060969152
C1galt1	ENSMUSG00000042460.5	chr6	-0.43669706	0.739	4.962174656	1.46E-07	2.90E-06	5.802790165	5.579566003	6.165490839	4.78115902	4.059204959	4.238293858
Zswim6	ENSMUSG00000032846.9	chr13	-0.794154517	0.577	2.120690954	1.47E-07	2.90E-06	1.094528044	1.015411063	0.859303825	0.647684878	0.504617438	0.574779009
Tcea3	ENSMUSG00000001604.14	chr4	-2.231302376	0.213	-0.625215747	1.48E-07	2.93E-06	0.837872386	0.577091954	0.532768372	0.152977	0.214534499	0.037333265
Hyal2	ENSMUSG00000010047.12	chr9	-0.443414749	0.735	4.821831014	1.48E-07	2.94E-06	9.569273838	8.9551773	10.96923644	6.893952857	7.935105376	7.031306119
Rbm19	ENSMUSG00000029594.12	chr5	0.457637677	1.373	4.593668016	1.49E-07	2.95E-06	4.069624659	3.519386538	3.844408136	5.445459678	5.441916779	4.949485911
Dennd2d	ENSMUSG00000027901.12	chr3	-0.475316344	0.719	4.338449505	1.50E-07	2.95E-06	3.377086642	3.403061173	3.428707342	2.401124137	2.441678318	2.557013385
Ldhb	ENSMUSG00000030246.11	chr6	-0.405453067	0.755	5.647002137	1.50E-07	2.96E-06	37.18756133	36.20608756	35.18985995	26.87328441	27.77105821	27.96428014
Wnk4	ENSMUSG00000035112.17	chr11	-0.390091023	0.763	6.143259856	1.52E-07	2.99E-06	18.58714889	18.76800979	20.3577114	14.30194805	15.73666754	14.33928593
Marveld1	ENSMUSG00000044345.9	chr19	-0.363634138	0.777	7.804397178	1.52E-07	2.99E-06	58.12580403	57.10582324	59.39179012	44.59755818	48.19715577	43.97241041
Ephb4	ENSMUSG00000029710.15	chr5	-0.418472944	0.748	5.312745509	1.53E-07	3.02E-06	9.859446616	9.352869599	10.0238532	7.258165192	7.357670253	7.434469182
Mcu	ENSMUSG00000009647.13	chr10	0.455049104	1.371	4.633801227	1.55E-07	3.05E-06	2.974987279	3.036888166	2.957263885	4.369196027	3.918904419	4.106874469
Gm10197	ENSMUSG00000067085.1	chr19	0.505266266	1.419	4.038785097	1.57E-07	3.09E-06	51.9928048	78.09403557	70.50566509	88.43744959	95.88233423	101.9328155
AU021092	ENSMUSG00000051669.5	chr16	-2.165963593	0.223	-0.567120103	1.58E-07	3.11E-06	0.860617271	0.592757693	0.625406746	0.157129714	0.220358253	0.076693428
Cela1	ENSMUSG00000023031.7	chr15	0.38580779	1.307	6.30632657	1.58E-07	3.11E-06	60.3284692	59.95896458	65.20737095	78.7353062	82.68881847	82.87781783
6430548M08Rik	ENSMUSG00000031824.14	chr8	-0.517160366	0.699	3.849930338	1.60E-07	3.15E-06	2.566979995	2.421243031	2.629267394	1.69692265	1.752711675	1.916809056
Akr1c19	ENSMUSG00000071551.12	chr13	-3.756237659	0.074	-1.355559624	1.62E-07	3.19E-06	0.277382871	0.400294997	0.277162737	0	0.028935289	0.030211891
Xpnpep1	ENSMUSG00000025027.17	chr19	0.374542746	1.296	6.860069566	1.63E-07	3.21E-06	14.13856162	14.50835109	13.7606887	18.36368563	18.73661556	18.30064074
Vmp1	ENSMUSG00000018171.9	chr11	0.362049613	1.285	7.874015249	1.65E-07	3.24E-06	53.89900799	52.24012095	52.61467035	66.37981775	67.28413687	71.98495399
Tgfb1i1	ENSMUSG00000030782.15	chr7	-0.809351257	0.571	2.075299842	1.67E-07	3.28E-06	1.059700243	0.805965486	0.944387982	0.728592335	0.439184322	0.458560786
Retn	ENSMUSG00000012705.16	chr8	-0.354777759	0.782	9.115881006	1.67E-07	3.29E-06	400.3832702	395.2294104	382.8239356	317.3182819	306.5619644	304.7945458
Unc119	ENSMUSG00000002058.13	chr11	0.49343881	1.408	4.116157465	1.68E-07	3.31E-06	5.771885312	5.327728007	6.311390022	8.442480663	8.997361895	7.280596726
Uqcrc2	ENSMUSG00000030884.12	chr7	0.357919777	1.282	8.411441444	1.70E-07	3.34E-06	117.2728838	119.6696952	112.3990953	152.149773	149.0364665	150.0001441
Med13l	ENSMUSG00000018076.12	chr5	-0.38481534	0.766	6.312369356	1.71E-07	3.35E-06	6.152076898	5.439111306	5.829474371	4.709692488	4.198814835	4.543298892
Mafb	ENSMUSG00000074622.4	chr2	-2.457312935	0.182	-0.837548903	1.72E-07	3.37E-06	0.174401032	0.291720583	0.237630853	0.031841778	0.074424695	0.015541651
Podn	ENSMUSG00000028600.15	chr4	-1.082565037	0.472	1.128016076	1.72E-07	3.37E-06	0.699267565	0.608176532	0.686235607	0.263321065	0.375142294	0.30601037
Agbl3	ENSMUSG00000038836.15	chr6	-0.48641823	0.714	4.19230756	1.72E-07	3.37E-06	2.093559416	1.756098129	1.81614776	1.36172191	1.295451941	1.422568644
Tlcd1	ENSMUSG00000019437.17	chr11	0.352974019	1.277	9.573870446	1.73E-07	3.38E-06	136.9862578	130.7760186	131.4956154	176.4030344	167.6230125	169.8637478
Mgat4b	ENSMUSG00000036620.14	chr11	0.367631637	1.29	7.270280414	1.73E-07	3.39E-06	49.9070399	46.82106843	51.2586267	62.16694956	67.05090748	63.22352069
Mdfic	ENSMUSG00000041390.18	chr6	0.40683535	1.326	5.572367952	1.74E-07	3.40E-06	5.420218077	5.633387191	5.358529333	7.216304275	7.575770566	7.128859115
Epha2	ENSMUSG00000006445.3	chr4	-0.978578685	0.507	1.404877586	1.79E-07	3.50E-06	0.866978079	0.666730114	0.638318973	0.309292394	0.374846329	0.424931473
Zmynd8	ENSMUSG00000039671.18	chr2	-0.375523788	0.771	6.70727749	1.82E-07	3.55E-06	11.06405028	10.19628518	10.69303939	8.086382788	8.313511673	8.424436917
Fgfbp3	ENSMUSG00000047632.10	chr19	-0.812982903	0.569	2.044281499	1.82E-07	3.55E-06	3.129340741	2.475112218	3.066725389	2.175519409	1.553720508	1.268319731
Samd14	ENSMUSG00000047181.12	chr11	-0.626842683	0.648	2.953802311	1.82E-07	3.56E-06	2.714085268	2.203162535	3.295311916	1.853923687	1.985137223	1.531337837
Amd1	ENSMUSG00000075232.4	chr10	0.381317505	1.303	6.435187716	1.83E-07	3.58E-06	24.0152387	24.73251231	21.2043806	28.70823827	32.63297696	30.43720788
Mettl1	ENSMUSG00000006732.14	chr10	0.548563041	1.463	3.574122853	1.87E-07	3.64E-06	3.484911886	3.295399531	3.042296171	4.770335406	4.9937511	4.710643846
Tspyl2	ENSMUSG00000041096.13	chrX	-0.392285023	0.762	5.963317416	1.88E-07	3.66E-06	24.78773337	23.61574876	26.5628486	19.48015624	20.16522858	17.92261503
Foxp1	ENSMUSG00000030067.17	chr6	0.467718872	1.383	4.400645059	1.89E-07	3.67E-06	1.291199009	1.242231244	1.290174298	1.767729275	1.754634573	1.809242084
Adgrg1	ENSMUSG00000031785.15	chr8	-0.603367682	0.658	3.112162079	1.89E-07	3.67E-06	2.511409327	2.777927108	2.716236263	1.662793475	1.839607421	1.799030531
Col6a3	ENSMUSG00000048126.16	chr1	-0.350634334	0.784	10.106173	1.90E-07	3.69E-06	106.6071047	97.72887985	104.2868591	82.53507466	79.30286384	82.08075512
Midn	ENSMUSG00000035621.13	chr10	0.394243962	1.314	5.897588239	1.90E-07	3.70E-06	11.81018595	11.32209661	12.50589328	15.02953737	16.9223405	15.25402369
Atg12	ENSMUSG00000032905.4	chr18	-0.375605946	0.771	6.670159711	1.91E-07	3.71E-06	47.94872364	44.37031235	45.53758553	36.1816387	35.11294987	35.80218181
Apoc3	ENSMUSG00000032081.9	chr9	0.432933455	1.35	4.98419157	1.92E-07	3.73E-06	22.97876663	30.10667097	26.00792346	30.83678377	37.61758773	38.96797618
Chd6	ENSMUSG00000057133.14	chr2	-0.394495608	0.761	5.882600845	1.93E-07	3.76E-06	3.585701094	3.330829798	3.560532353	2.675274719	2.519550928	2.841496932
Epb41l4a	ENSMUSG00000024376.6	chr18	-0.901924779	0.535	1.701897592	1.96E-07	3.81E-06	1.217774556	0.868708366	1.106189196	0.764289448	0.415742952	0.556171664
Scn2a1	ENSMUSG00000075318.12	chr2	-0.698439337	0.616	2.535471908	1.97E-07	3.82E-06	0.582105098	0.543913246	0.53561382	0.344835053	0.342055477	0.34483129
Wrb	ENSMUSG00000023147.15	chr16	-0.466199397	0.724	4.396234072	1.99E-07	3.86E-06	5.893762151	5.715390861	5.476473756	4.033552199	4.170525155	4.256395263
Ehd2	ENSMUSG00000074364.6	chr7	-0.351263869	0.784	9.531774273	2.00E-07	3.87E-06	165.5403947	157.2995514	161.5998145	129.456674	127.0862308	126.1585767
C2cd5	ENSMUSG00000030279.15	chr6	-0.47861198	0.718	4.257073522	2.01E-07	3.89E-06	1.841942018	1.710105307	1.701177828	1.37025987	1.181942702	1.25065403
Iqsec2	ENSMUSG00000041115.16	chrX	-0.469222206	0.722	4.360682103	2.02E-07	3.92E-06	3.727757322	2.99294108	3.450018681	2.339583771	2.531589052	2.538448087
Rbm47	ENSMUSG00000070780.11	chr5	0.582687752	1.498	3.26561626	2.02E-07	3.92E-06	0.930461257	1.200428607	1.041289572	1.607080724	1.51648706	1.656360696
Dlg3	ENSMUSG00000000881.12	chrX	-0.540524267	0.688	3.600268886	2.05E-07	3.96E-06	2.572895418	2.46873697	2.270008975	1.704107235	1.687446238	1.67245873
Mtss1l	ENSMUSG00000033763.14	chr8	-0.377305765	0.77	6.518460763	2.06E-07	3.98E-06	19.13505996	18.53735405	20.57442911	14.04329434	16.06080152	15.08654748
Rpl10-ps3	ENSMUSG00000058443.4	chr9	-0.724062556	0.605	2.435679238	2.06E-07	3.98E-06	8.263749951	5.522038913	12.78069678	6.855101403	4.857384888	4.649048114
Zfp963	ENSMUSG00000092260.7	chr8	-0.779148637	0.583	2.149523755	2.10E-07	4.06E-06	2.620732562	2.359575628	2.178348279	1.420643299	1.306430182	1.477741248
Dnajc21	ENSMUSG00000044224.16	chr15	0.407983057	1.327	5.461615957	2.16E-07	4.18E-06	7.969410598	8.118187002	7.528127502	10.23315894	11.02387867	10.30670088
Man2c1	ENSMUSG00000032295.15	chr9	0.386719993	1.307	6.089256732	2.17E-07	4.19E-06	8.392549428	7.798761091	8.74852204	10.7357228	11.13032078	11.00621927
Stk17b	ENSMUSG00000026094.14	chr1	-0.497239746	0.708	4.008289277	2.19E-07	4.23E-06	3.712288104	3.684039282	3.421636793	2.519621172	2.500488892	2.70153155
Capn1	ENSMUSG00000024942.16	chr19	-0.365504365	0.776	7.184180908	2.21E-07	4.26E-06	51.64770509	49.09804273	52.59208784	39.45991355	41.42735157	39.06066012
Klhdc8a	ENSMUSG00000042115.4	chr1	-1.322516765	0.4	0.568896789	2.22E-07	4.27E-06	0.524573525	0.337954998	0.524157217	0.22575664	0.187615085	0.146919385
Sh2b2	ENSMUSG00000005057.13	chr5	0.359374088	1.283	7.753679524	2.23E-07	4.30E-06	32.69570633	35.97484064	35.76426971	41.23106501	47.78941826	46.00154382
Trim46	ENSMUSG00000042766.17	chr3	0.586097497	1.501	3.235071055	2.24E-07	4.31E-06	1.912290257	2.008864397	1.924822439	2.951019918	3.089025226	2.798025833
Gucd1	ENSMUSG00000033416.14	chr10	0.37978615	1.301	6.375665843	2.24E-07	4.32E-06	8.388377413	9.100133908	8.745296082	11.03332163	11.9258454	11.43291437
Hat1	ENSMUSG00000027018.11	chr2	0.433168063	1.35	4.895403593	2.24E-07	4.32E-06	8.905000415	8.178468787	8.990235514	11.5209809	11.84672489	12.13395798
Npm1	ENSMUSG00000057113.13	chr11	0.353599082	1.278	8.508947829	2.28E-07	4.39E-06	121.4636289	119.2728887	117.7887897	155.3821541	150.6813042	155.6229804
Wee1	ENSMUSG00000031016.9	chr7	0.497586631	1.412	4.002789547	2.29E-07	4.40E-06	3.727194295	3.645857329	4.1293834	5.575002681	5.666120292	5.136463273
Zfp763	ENSMUSG00000067430.7	chr17	-0.977636451	0.508	1.404754805	2.30E-07	4.42E-06	1.07927437	0.778757768	0.988549691	0.436524191	0.422193279	0.602454152
Slc17a9	ENSMUSG00000023393.15	chr2	1.387549025	2.616	0.504783395	2.31E-07	4.45E-06	0.199946819	0.270511853	0.199788139	0.635810655	0.703941326	0.424665891
Bst2	ENSMUSG00000046718.7	chr8	-0.55119131	0.682	3.494455536	2.33E-07	4.47E-06	18.84315576	12.16123097	20.85048993	10.58224403	10.94200827	14.29805417
Inha	ENSMUSG00000032968.4	chr1	-0.748458537	0.595	2.247483963	2.35E-07	4.50E-06	3.144926245	3.873362946	4.840065206	2.540973894	2.205947958	2.374142557
Chpf	ENSMUSG00000032997.16	chr1	-0.386187302	0.765	6.06089148	2.37E-07	4.56E-06	18.50130321	18.52800412	21.52627393	14.82956496	15.83786846	14.48987672
Mlx	ENSMUSG00000017801.15	chr11	0.386462482	1.307	6.066204862	2.39E-07	4.59E-06	28.88676411	29.82171028	27.93102818	37.28383905	38.18835716	38.64431829
Gramd3	ENSMUSG00000001700.9	chr18	0.464025795	1.379	4.413135348	2.40E-07	4.60E-06	6.038061343	7.554255521	6.830888142	10.09178403	9.185315859	9.088966128
Spats2	ENSMUSG00000051934.4	chr15	0.426399233	1.344	5.016477426	2.41E-07	4.61E-06	8.993801472	9.244768333	8.569487999	12.4378037	12.39610434	11.45942442
Peg3	ENSMUSG00000002265.16	chr7	-0.513668843	0.7	3.822882763	2.42E-07	4.64E-06	1.30456646	1.160767365	1.247551275	0.872005639	0.856592266	0.894384437
Dlgap5	ENSMUSG00000037544.13	chr14	1.007024622	2.01	1.336926002	2.43E-07	4.65E-06	0.280627115	0.208273788	0.224323525	0.458930999	0.504344261	0.487297356
Slc39a13	ENSMUSG00000002105.15	chr2	-0.404481506	0.756	5.483030658	2.46E-07	4.71E-06	10.65506978	9.991548926	10.5809615	7.510608294	7.854662161	8.415894812
Txn2	ENSMUSG00000005354.15	chr15	0.361819151	1.285	7.364103524	2.49E-07	4.77E-06	33.70459695	34.25797769	34.33621254	44.43167516	44.41938166	43.63414085
Gm9920	ENSMUSG00000053749.12	chr15	0.559339608	1.474	3.423793557	2.53E-07	4.83E-06	1.984731933	2.761901039	2.430485434	3.431599924	3.600593004	3.598538069
Fuom	ENSMUSG00000025466.19	chr7	0.722806685	1.65	2.427354708	2.55E-07	4.87E-06	1.28735116	1.322796349	1.00952442	1.898186488	2.080652437	2.028684152
Pfkfb4	ENSMUSG00000025648.17	chr9	0.475920469	1.391	4.250189269	2.58E-07	4.92E-06	3.117119647	3.196201591	3.36600325	4.349253777	4.702889603	4.513687484
Mical2	ENSMUSG00000038244.13	chr7	-0.452838207	0.731	4.531193626	2.58E-07	4.93E-06	2.367166516	2.130878197	2.416204083	1.656032508	1.77877866	1.657454257
Lin9	ENSMUSG00000058729.13	chr1	0.591084631	1.506	3.173272064	2.62E-07	5.00E-06	0.94213852	1.003776728	0.978163907	1.470851468	1.354414379	1.616194361
Kbtbd3	ENSMUSG00000025893.7	chr9	-0.774940086	0.584	2.131615317	2.65E-07	5.05E-06	2.746744187	2.148480868	2.12184806	1.251629998	1.256868783	1.629087934
Pwp2	ENSMUSG00000032834.10	chr10	0.43139714	1.349	4.910578224	2.65E-07	5.05E-06	5.592243776	7.483858458	6.620035823	8.796869062	8.625347256	9.316438683
Rpl22l1	ENSMUSG00000039221.10	chr3	0.367878878	1.29	6.874479364	2.65E-07	5.05E-06	50.20953818	52.95087059	50.5714774	67.43216918	69.18530867	63.27697511
Gm382	ENSMUSG00000062791.4	chrX	-2.030751227	0.245	-0.474833675	2.70E-07	5.14E-06	0.183407402	0.269404106	0.287982904	0.078931621	0.061496376	0.038525728
Zbtb7c	ENSMUSG00000044646.14	chr18	1.591814266	3.014	0.113966903	2.70E-07	5.14E-06	0.101474385	0.134235811	0.067595903	0.328339299	0.317560054	0.276308793
Rpl18a	ENSMUSG00000045128.8	chr8	0.346549244	1.272	9.881845518	2.72E-07	5.16E-06	638.0125933	637.1256096	647.3692831	836.4322584	827.7220677	799.3829967
Cisd3	ENSMUSG00000078695.8	chr11	0.462389777	1.378	4.404211959	2.72E-07	5.17E-06	19.77865297	22.93126492	20.786281	32.00947305	30.22712972	25.85093318
Dynll1	ENSMUSG00000009013.5	chr5	-0.377442087	0.77	6.335348275	2.73E-07	5.19E-06	23.54814984	23.52873622	22.98162796	18.51257651	18.26025005	17.57446662
Abhd6	ENSMUSG00000025277.13	chr14	0.412659243	1.331	5.26989692	2.74E-07	5.20E-06	13.8427098	16.29341678	15.56068957	19.7338202	20.05106863	21.4930221
Kmt2a	ENSMUSG00000002028.12	chr9	-0.387059574	0.765	5.971298081	2.75E-07	5.21E-06	4.436332551	3.828816443	4.464771536	3.417434595	3.231101476	3.166720872
Il1rap	ENSMUSG00000022514.14	chr16	-0.418692667	0.748	5.091457219	2.95E-07	5.60E-06	3.398157214	3.484903877	3.362631359	2.672384295	2.480869899	2.571920186
Car13	ENSMUSG00000027555.8	chr3	-0.424350489	0.745	4.978088637	2.95E-07	5.60E-06	15.88674164	16.54213126	14.46052474	12.85565739	11.21352573	11.13989556
Prpf40b	ENSMUSG00000023007.15	chr15	0.407778524	1.327	5.348156947	2.98E-07	5.65E-06	6.815634719	7.178688281	7.057674712	9.255232051	9.835719401	9.045325431
Pkd2l1	ENSMUSG00000037578.4	chr19	0.824014259	1.77	1.940165596	2.99E-07	5.67E-06	0.573973873	0.850107128	0.845184952	1.198247604	1.50315957	1.33257547
Actb	ENSMUSG00000029580.14	chr5	-0.346320919	0.787	9.464888641	3.00E-07	5.67E-06	305.5850159	289.6661256	287.1659308	241.8281425	222.6733034	234.9947183
Jag1	ENSMUSG00000027276.7	chr2	-0.392170254	0.762	5.750244127	3.00E-07	5.68E-06	10.93468105	9.537318547	10.81628597	7.791929555	8.479027831	7.758809697
Gas2l2	ENSMUSG00000020686.12	chr11	-3.707693251	0.077	-1.388818295	3.01E-07	5.69E-06	0.143001557	0.221108028	0.244950975	0.020514157	0.019179329	0
Gm996	ENSMUSG00000029419.8	chr2	-1.479988764	0.358	0.273150562	3.01E-07	5.69E-06	0.350504385	0.333379814	0.297161641	0.138654452	0.079773785	0.135351678
Rpl18	ENSMUSG00000059070.16	chr7	0.347704706	1.273	9.028152215	3.01E-07	5.69E-06	111.5310579	113.034657	114.9345965	141.6484532	151.6351561	142.1138801
Ifit3	ENSMUSG00000074896.3	chr19	-1.198423408	0.436	0.799984598	3.04E-07	5.74E-06	1.344437067	0.892921648	1.679212632	0.582978251	0.372925299	0.778756935
As3mt	ENSMUSG00000003559.7	chr19	1.763032688	3.394	-0.102230097	3.05E-07	5.76E-06	0.152253432	0.3295785	0.152132602	0.856181952	0.657530066	0.656690215
Pdhx	ENSMUSG00000010914.10	chr2	0.370838427	1.293	6.600677328	3.06E-07	5.78E-06	20.94777875	22.52567576	20.79558987	27.56116149	28.73561333	27.43662505
Eif3h	ENSMUSG00000022312.10	chr15	0.350718086	1.275	8.337614043	3.08E-07	5.81E-06	227.7021401	224.2967132	225.8631756	286.85324	291.1197199	293.2016992
Mrpl44	ENSMUSG00000026248.9	chr1	0.412774005	1.331	5.217920386	3.09E-07	5.82E-06	19.58927477	20.14907431	18.08301407	25.92420445	24.17645472	27.46856298
Fkbp10	ENSMUSG00000001555.10	chr11	-0.391297309	0.762	5.767922064	3.11E-07	5.87E-06	21.83632727	18.6399718	22.38171728	15.9804934	16.54388699	15.79572357
Lgals12	ENSMUSG00000024972.16	chr19	-0.386835687	0.765	5.902778986	3.11E-07	5.87E-06	25.51551191	23.91196016	23.57399177	18.65182965	19.00870049	18.60335586
Rasd1	ENSMUSG00000049892.7	chr11	0.948183441	1.929	1.463503694	3.12E-07	5.89E-06	0.89361707	1.074659132	1.355897159	2.259995403	1.802214084	2.433266817
Nasp	ENSMUSG00000028693.15	chr4	0.472211046	1.387	4.204033043	3.20E-07	6.02E-06	2.113475293	1.819244388	2.147230867	3.154972573	2.523543613	2.84344608
Vwa5a	ENSMUSG00000023186.14	chr9	-0.395428237	0.76	5.628754613	3.23E-07	6.08E-06	12.0808856	10.9552055	11.21216965	9.016556169	8.368553338	8.865793159
Hist1h2bg	ENSMUSG00000058385.7	chr13	-1.126323169	0.458	0.907053314	3.28E-07	6.16E-06	4.806548281	5.807214631	4.802733748	1.683709116	2.413700515	2.958485163
Yjefn3	ENSMUSG00000048967.15	chr8	0.421524338	1.339	5.026974033	3.29E-07	6.19E-06	30.48694079	34.99691305	37.12235064	40.15646243	52.350312	45.86262252
Tor1aip1	ENSMUSG00000026466.16	chr1	-0.372098509	0.773	6.451538948	3.31E-07	6.23E-06	17.62510625	18.04079545	18.88243063	13.42015208	14.97296829	14.07697516
Gfpt2	ENSMUSG00000020363.6	chr11	-1.392500299	0.381	0.395393563	3.36E-07	6.32E-06	0.267024906	0.371584875	0.31445817	0.095764532	0.080579941	0.186966808
Tsr3	ENSMUSG00000015126.9	chr17	0.427700352	1.345	4.870826664	3.42E-07	6.42E-06	19.90522028	20.04329438	22.25827593	29.64571052	25.82693007	28.93954447
Ghitm	ENSMUSG00000041028.15	chr14	0.343162476	1.269	10.0748726	3.45E-07	6.46E-06	301.4669346	322.3173757	298.3399128	394.3787767	395.687681	388.8185045
Ak6	ENSMUSG00000078941.9	chr13	0.484786271	1.399	4.093917803	3.51E-07	6.58E-06	4.871702933	5.585433141	4.790874847	7.193068026	6.76118116	7.531369418
Ppp1r13l	ENSMUSG00000040734.14	chr7	0.678840161	1.601	2.578144073	3.54E-07	6.64E-06	1.227938292	1.329040849	1.167833001	1.767894572	2.083437146	2.146351981
Zkscan3	ENSMUSG00000021327.18	chr13	-0.370108858	0.774	6.506193967	3.58E-07	6.70E-06	12.93929015	13.17042402	13.05170054	10.41112497	10.1819495	9.94248323
Nuak1	ENSMUSG00000020032.14	chr10	-0.655759256	0.635	2.698851519	3.58E-07	6.70E-06	1.393407169	1.42605834	1.354415593	0.913782612	0.889920886	0.864140644
Lsm14b	ENSMUSG00000039108.14	chr2	0.408982296	1.328	5.246476992	3.59E-07	6.71E-06	11.48611051	11.15471654	10.92433072	15.60714515	15.37052152	13.93413776
Chka	ENSMUSG00000024843.15	chr19	0.396037192	1.316	5.567564047	3.62E-07	6.77E-06	3.312492219	3.326053927	3.504821872	4.069971907	4.450437064	4.93367917
Ezr	ENSMUSG00000052397.8	chr17	-0.451655097	0.731	4.461468763	3.64E-07	6.81E-06	8.07080171	7.279427383	7.691944574	5.484388182	5.903502532	5.592046526
Adgrg2	ENSMUSG00000031298.15	chrX	-0.551342542	0.682	3.402539284	3.66E-07	6.83E-06	2.495231245	2.186782698	2.38221553	1.278189785	1.877888189	1.693365608
Fan1	ENSMUSG00000033458.17	chr7	-0.54815648	0.684	3.429091983	3.66E-07	6.83E-06	2.143306928	1.958499877	2.150383048	1.393678432	1.311240514	1.610189262
Armcx4	ENSMUSG00000049804.9	chrX	-0.380281203	0.768	6.041564872	3.71E-07	6.92E-06	9.308846423	9.880426276	8.641828138	7.325524412	7.111798974	7.105273001
Atf3	ENSMUSG00000026628.13	chr1	0.44634681	1.363	4.556297012	3.78E-07	7.05E-06	8.638989786	9.859324005	8.97840849	12.25449457	12.10781985	13.34568903
Irf2bp2	ENSMUSG00000051495.7	chr8	0.362225973	1.285	6.915892515	3.79E-07	7.07E-06	20.51947675	19.90285637	21.64633699	25.2743299	27.91623133	27.22388729
Ppan	ENSMUSG00000004100.11	chr9	0.413241957	1.332	5.128046661	3.81E-07	7.10E-06	11.349484	11.2698868	13.00005891	14.90364979	15.87303976	17.05342999
Hivep2	ENSMUSG00000015501.10	chr10	-0.453693853	0.73	4.416952028	3.81E-07	7.10E-06	1.737147295	1.817082537	1.809548551	1.342451222	1.360907623	1.241902494
U2af1	ENSMUSG00000061613.12	chr17	0.40867026	1.327	5.245369772	3.81E-07	7.10E-06	31.91485168	34.95731549	32.76470786	43.31730649	45.74092848	44.16364283
Omd	ENSMUSG00000048368.8	chr13	-1.454687196	0.365	0.293955353	3.84E-07	7.16E-06	1.267871863	1.038468812	0.890229927	0.447329916	0.450393764	0.268722731
Zfp57	ENSMUSG00000036036.15	chr17	-1.038237315	0.487	1.169189043	3.85E-07	7.17E-06	0.774578276	0.807867764	0.717675302	0.410120588	0.343768963	0.372740999
Prkaa1	ENSMUSG00000050697.8	chr15	0.360400645	1.284	7.027161884	3.85E-07	7.17E-06	24.62646112	24.68292332	23.93165768	32.19418212	31.29300214	31.27011834
Acer3	ENSMUSG00000030760.14	chr7	0.449996208	1.366	4.473193828	3.98E-07	7.41E-06	1.200411602	1.20133342	1.234225867	1.740008552	1.603922113	1.664453586
Naa25	ENSMUSG00000042719.17	chr5	0.373590314	1.296	6.280812477	4.05E-07	7.53E-06	8.064055867	8.401145824	7.884304173	10.80130443	10.39407325	10.59440501
Anapc2	ENSMUSG00000026965.12	chr2	-0.369959398	0.774	6.428717536	4.08E-07	7.59E-06	28.2150403	26.65176484	29.32159165	22.10062489	22.28999954	21.27074974
Gbp3	ENSMUSG00000028268.14	chr3	-0.659599938	0.633	2.671548516	4.15E-07	7.71E-06	2.286272974	1.855885304	2.888208324	1.393894561	1.395186075	1.712870787
Sgol2a	ENSMUSG00000026039.9	chr1	0.871568668	1.83	1.706271854	4.16E-07	7.72E-06	0.395689439	0.263549915	0.281324814	0.695349999	0.44292837	0.611653895
Spsb2	ENSMUSG00000038451.13	chr6	-0.456919837	0.729	4.328546021	4.18E-07	7.76E-06	12.02735995	14.86238024	14.90980244	8.912893953	11.65404537	10.05611352
